,mm_lon,mm_lat,edge_id,pos,dev,type
2043,-122.169464,47.576015,226,0.669,8.536,interpolated
2044,-122.169464,47.576015,226,0.669,8.536,interpolated
2045,-122.169464,47.576015,226,0.669,8.536,interpolated
2046,-122.169464,47.576015,226,0.669,8.536,interpolated
2047,-122.169464,47.576015,226,0.669,8.536,interpolated
2048,-122.169464,47.576015,226,0.669,8.536,interpolated
2049,-122.169464,47.576035,226,0.705,8.536,interpolated
2050,-122.169464,47.57605,226,0.734,8.536,interpolated
2051,-122.169464,47.576099,226,0.827,8.536,interpolated
2052,-122.169464,47.576149,226,0.921,8.536,matched
2053,-122.169464,47.576233,227,0.092,8.536,interpolated
2054,-122.169464,47.576302,227,0.242,8.536,matched
2055,-122.169464,47.576401,227,0.458,8.536,matched
2056,-122.169456,47.576485,227,0.642,7.967,interpolated
2057,-122.169456,47.576584,227,0.858,7.967,matched
2058,-122.169456,47.576668,228,0.238,7.967,interpolated
2059,-122.169403,47.57679,229,0.215,4.719,matched
2060,-122.169388,47.576866,229,0.455,2.845,matched
2061,-122.16938,47.576965,229,0.757,2.276,matched
2062,-122.16938,47.577068,230,0.214,2.276,matched
2063,-122.16938,47.577183,231,0.058,2.276,matched
2064,-122.16938,47.577282,231,0.248,2.276,matched
2065,-122.16938,47.5774,231,0.474,2.276,matched
2066,-122.16938,47.577518,231,0.701,2.276,matched
2067,-122.16938,47.577633,231,0.92,2.276,matched
2068,-122.169388,47.577759,232,0.386,2.968,matched
2069,-122.169426,47.57785,232,0.82,5.935,matched
2070,-122.169441,47.577984,234,0.105,6.829,matched
2071,-122.169441,47.578083,234,0.352,6.829,matched
2072,-122.169434,47.578167,234,0.562,6.26,interpolated
2073,-122.169434,47.578251,234,0.771,7.398,matched
2074,-122.169434,47.578316,234,0.933,8.536,interpolated
2075,-122.169403,47.57843,235,0.178,8.143,matched
2076,-122.16938,47.578514,235,0.347,8.701,interpolated
2077,-122.169327,47.578625,235,0.578,7.282,matched
2078,-122.169281,47.578728,235,0.791,9.032,matched
2079,-122.169228,47.578827,235,1.0,9.032,matched
2080,-122.169174,47.578926,236,0.259,8.496,matched
2081,-122.169113,47.579044,236,0.566,9.032,matched
2082,-122.169052,47.579163,236,0.873,9.71,matched
2083,-122.168983,47.579266,237,0.149,7.111,matched
2084,-122.16893,47.579342,237,0.352,6.411,interpolated
2085,-122.168892,47.579388,237,0.479,4.572,matched
2086,-122.168861,47.579464,237,0.669,5.935,interpolated
2087,-122.168846,47.579514,237,0.792,7.587,matched
2088,-122.168823,47.579571,237,0.934,10.458,interpolated
2089,-122.168602,47.579578,238,0.175,1.265,matched
2090,-122.168465,47.579578,238,0.287,0.422,matched
2091,-122.168335,47.579582,238,0.393,0.0,interpolated
2092,-122.168182,47.579586,238,0.517,0.422,matched
2093,-122.168015,47.579586,238,0.653,0.422,matched
2094,-122.167847,47.57959,238,0.789,0.844,matched
2095,-122.167648,47.57959,238,0.95,0.844,matched
2096,-122.167465,47.57959,239,0.176,0.844,matched
2097,-122.167252,47.57959,239,0.483,0.844,matched
2098,-122.16703,47.579586,239,0.802,0.422,matched
2099,-122.166817,47.579586,240,0.08,0.422,matched
2100,-122.16658,47.579586,240,0.328,0.422,matched
2101,-122.166351,47.579586,240,0.568,0.422,matched
2102,-122.1661,47.579586,240,0.832,0.422,matched
2103,-122.165863,47.579586,241,0.055,0.422,matched
2104,-122.165619,47.579586,241,0.232,0.422,matched
2105,-122.165367,47.579586,241,0.414,0.422,matched
2106,-122.165115,47.579586,241,0.597,0.422,matched
2107,-122.164902,47.579586,241,0.751,0.422,matched
2108,-122.16465,47.579586,241,0.934,0.422,matched
2109,-122.164413,47.579586,242,0.16,2.109,matched
2110,-122.1642,47.579582,242,0.395,1.687,matched
2111,-122.163963,47.579578,242,0.655,1.265,matched
2112,-122.16375,47.579575,242,0.891,0.844,matched
2113,-122.163513,47.579571,243,0.153,0.422,matched
2114,-122.1633,47.579567,243,0.39,0.0,matched
2115,-122.163086,47.579563,243,0.627,1.265,matched
2116,-122.162849,47.579559,243,0.89,0.844,matched
2117,-122.162651,47.579556,244,0.04,0.422,matched
2118,-122.162415,47.579548,244,0.136,1.687,matched
2119,-122.162201,47.579544,244,0.222,1.265,matched
2120,-122.161964,47.579536,244,0.318,0.422,matched
2121,-122.161751,47.579525,244,0.404,0.844,matched
2122,-122.161514,47.579514,244,0.5,1.687,matched
2123,-122.161301,47.579506,244,0.586,0.844,matched
2124,-122.161087,47.579494,244,0.673,1.265,matched
2125,-122.160866,47.579483,244,0.762,1.687,matched
2126,-122.160652,47.579475,244,0.849,0.844,matched
2127,-122.160431,47.579464,244,0.938,1.687,matched
2128,-122.160233,47.579453,245,0.059,2.109,matched
2129,-122.160019,47.579445,245,0.333,2.952,matched
2130,-122.159813,47.579433,245,0.598,1.687,matched
2131,-122.159599,47.579422,245,0.873,2.531,matched
2132,-122.159386,47.579414,246,0.03,1.687,matched
2133,-122.159164,47.579403,246,0.089,2.109,matched
2134,-122.158966,47.579391,246,0.141,0.844,matched
2135,-122.158768,47.579384,246,0.194,2.109,matched
2136,-122.158546,47.579372,246,0.252,2.531,matched
2137,-122.158363,47.579365,246,0.3,1.687,matched
2138,-122.15815,47.579353,246,0.357,0.422,matched
2139,-122.157967,47.579346,246,0.405,1.265,matched
2140,-122.157784,47.579338,246,0.454,2.531,matched
2141,-122.15757,47.579327,246,0.51,2.952,matched
2142,-122.157387,47.579319,246,0.558,2.109,matched
2143,-122.157181,47.579308,246,0.613,0.844,matched
2144,-122.157013,47.5793,246,0.657,1.687,matched
2145,-122.156815,47.579292,246,0.71,2.952,matched
2146,-122.156647,47.579285,246,0.754,2.109,matched
2147,-122.156464,47.579273,246,0.802,2.531,matched
2148,-122.156281,47.579266,246,0.851,1.687,matched
2149,-122.15612,47.579258,246,0.893,2.531,matched
2150,-122.155914,47.579247,246,0.948,3.374,matched
2151,-122.155731,47.579239,246,0.996,2.531,matched
2152,-122.155525,47.579227,247,0.067,3.007,matched
2153,-122.155327,47.579212,247,0.136,3.422,matched
2154,-122.155128,47.579193,247,0.206,3.007,matched
2155,-122.1549,47.579166,247,0.287,1.687,matched
2156,-122.154694,47.57914,247,0.36,2.594,matched
2157,-122.154495,47.579113,247,0.431,3.422,matched
2158,-122.154289,47.579075,247,0.505,3.007,matched
2159,-122.154106,47.579037,247,0.572,2.184,matched
2160,-122.153908,47.578999,247,0.644,1.78,matched
2161,-122.153732,47.578957,247,0.709,2.775,matched
2162,-122.153572,47.578918,247,0.768,2.184,matched
2163,-122.153389,47.578865,247,0.838,1.78,matched
2164,-122.153236,47.578823,247,0.895,2.775,matched
2165,-122.153069,47.57877,247,0.96,2.396,matched
2166,-122.152901,47.578724,248,0.198,2.775,matched
2167,-122.152733,47.578678,248,0.747,3.164,matched
2168,-122.152588,47.578636,249,0.046,2.396,matched
2169,-122.152435,47.578594,249,0.148,3.164,matched
2170,-122.152275,47.578564,249,0.252,3.422,matched
2171,-122.1521,47.578533,249,0.364,3.963,matched
2172,-122.151939,47.578518,249,0.464,3.838,matched
2173,-122.151779,47.578503,249,0.564,3.838,matched
2174,-122.151604,47.578495,249,0.674,5.061,matched
2175,-122.151413,47.578491,249,0.792,4.64,matched
2176,-122.151215,47.578499,249,0.915,5.483,matched
2177,-122.151047,47.578506,250,0.01,6.428,matched
2178,-122.150856,47.578533,250,0.075,7.371,matched
2179,-122.150673,47.578564,250,0.137,7.371,matched
2180,-122.150475,47.578598,250,0.204,7.371,matched
2181,-122.150276,47.578632,250,0.272,7.371,matched
2182,-122.150055,47.578671,250,0.347,7.782,matched
2183,-122.149849,47.578705,250,0.417,8.094,matched
2184,-122.149612,47.578728,250,0.496,6.844,matched
2185,-122.149391,47.578739,250,0.569,6.352,matched
2186,-122.149147,47.578743,250,0.65,6.748,matched
2187,-122.148911,47.578732,250,0.728,5.513,matched
2188,-122.148674,47.578712,250,0.807,5.093,matched
2189,-122.14846,47.578693,250,0.878,4.674,matched
2190,-122.148224,47.578671,250,0.957,4.256,matched
2191,-122.14801,47.578651,251,0.095,5.513,matched
2192,-122.147774,47.578629,251,0.362,5.093,matched
2193,-122.147575,47.578606,251,0.587,4.256,matched
2194,-122.147339,47.578583,251,0.854,5.513,matched
2195,-122.147125,47.578564,252,0.087,5.093,matched
2196,-122.146912,47.578545,252,0.309,5.093,matched
2197,-122.14669,47.578522,252,0.539,4.256,matched
2198,-122.146492,47.578503,252,0.745,3.838,matched
2199,-122.146278,47.57848,252,0.968,5.093,matched
2200,-122.146057,47.578457,253,0.089,4.674,matched
2201,-122.145844,47.578438,253,0.189,4.256,matched
2202,-122.145622,47.578419,253,0.292,3.838,matched
2203,-122.145424,47.5784,253,0.384,5.513,matched
2204,-122.14521,47.578377,253,0.484,4.674,matched
2205,-122.144974,47.578354,253,0.594,4.256,matched
2206,-122.144775,47.578339,253,0.687,4.256,matched
2207,-122.144562,47.578316,253,0.787,5.513,matched
2208,-122.144341,47.578297,253,0.89,5.093,matched
2209,-122.144127,47.578278,253,0.989,5.093,matched
2210,-122.143898,47.578243,254,0.07,4.777,matched
2211,-122.143684,47.578205,254,0.143,4.369,matched
2212,-122.143486,47.578163,254,0.212,3.561,matched
2213,-122.14328,47.578102,254,0.287,4.162,matched
2214,-122.143082,47.578033,254,0.361,2.035,matched
2215,-122.142921,47.577969,254,0.423,2.396,matched
2216,-122.142731,47.577885,254,0.498,2.713,matched
2217,-122.142578,47.577808,254,0.561,1.018,matched
2218,-122.142426,47.577724,254,0.627,1.018,matched
2219,-122.142273,47.577637,254,0.693,0.708,matched
2220,-122.142143,47.577553,254,0.753,0.708,matched
2221,-122.142029,47.577469,254,0.809,0.708,matched
2222,-122.14193,47.577377,254,0.864,1.417,matched
2223,-122.141823,47.577271,254,0.928,2.125,matched
2224,-122.141731,47.577175,254,0.983,1.417,matched
2225,-122.141632,47.577068,255,0.712,0.0,matched
2226,-122.141563,47.576962,256,0.897,1.214,matched
2227,-122.141487,47.576847,257,0.11,0.708,matched
2228,-122.141418,47.576733,257,0.228,0.0,matched
2229,-122.141342,47.576622,257,0.343,0.708,matched
2230,-122.141266,47.576504,257,0.466,1.214,matched
2231,-122.141197,47.576389,257,0.583,1.904,matched
2232,-122.141121,47.576286,257,0.692,1.214,matched
2233,-122.141045,47.576195,257,0.792,1.387,matched
2234,-122.140945,47.576111,257,0.893,1.417,matched
2235,-122.140823,47.576035,257,0.0,2.4,matched
2236,-122.140709,47.575993,258,0.252,1.018,interpolated
2237,-122.140602,47.575954,258,0.487,0.422,matched
2238,-122.140495,47.575928,258,0.709,1.387,interpolated
2239,-122.140419,47.575912,258,0.863,0.422,matched
2240,-122.140366,47.575905,258,0.969,0.422,interpolated
2241,-122.140335,47.575901,259,0.068,2.109,interpolated
2242,-122.140335,47.575901,259,0.068,2.109,interpolated
2243,-122.140335,47.575901,259,0.068,2.109,interpolated
2244,-122.140335,47.575901,259,0.068,0.0,interpolated
2245,-122.140335,47.575901,259,0.068,0.0,interpolated
2246,-122.140335,47.575901,259,0.068,0.0,interpolated
2247,-122.14035,47.575901,259,0.0,0.0,interpolated
2248,-122.14035,47.575901,259,0.0,0.0,interpolated
2249,-122.14035,47.575901,259,0.0,0.0,interpolated
2250,-122.14035,47.575901,259,0.0,0.0,interpolated
2251,-122.14035,47.575901,259,0.0,0.0,interpolated
2252,-122.14035,47.575901,259,0.0,0.0,interpolated
2253,-122.14035,47.575901,259,0.0,0.0,interpolated
2254,-122.14035,47.575901,259,0.0,0.0,interpolated
2255,-122.14035,47.575901,259,0.0,0.0,interpolated
2256,-122.14035,47.575901,259,0.0,0.0,interpolated
2257,-122.14035,47.575901,259,0.0,0.0,interpolated
2258,-122.14035,47.575901,259,0.0,0.0,interpolated
2259,-122.14035,47.575901,259,0.0,0.0,interpolated
2260,-122.14035,47.575901,259,0.0,0.0,interpolated
2261,-122.14035,47.575901,259,0.0,0.0,interpolated
2262,-122.14035,47.575901,259,0.0,0.0,interpolated
2263,-122.14035,47.575901,259,0.0,1.687,interpolated
2264,-122.14035,47.575901,259,0.0,1.687,interpolated
2265,-122.14035,47.575901,259,0.0,1.687,interpolated
2266,-122.14035,47.575901,259,0.0,1.687,interpolated
2267,-122.140335,47.575901,259,0.068,1.687,interpolated
2268,-122.140289,47.575897,259,0.275,2.184,matched
2269,-122.140221,47.57589,259,0.586,3.007,interpolated
2270,-122.140129,47.575966,260,0.537,1.707,matched
2271,-122.140129,47.576015,260,0.854,2.276,interpolated
2272,-122.140129,47.576084,261,0.126,4.553,matched
2273,-122.140129,47.576168,261,0.358,4.553,interpolated
2274,-122.140137,47.576267,261,0.632,5.122,matched
2275,-122.140137,47.576366,261,0.905,5.122,matched
2276,-122.140137,47.576466,262,0.531,3.983,matched
2277,-122.140137,47.576584,263,0.727,3.983,matched
2278,-122.140137,47.576683,264,0.435,3.983,matched
2279,-122.140144,47.576782,264,1.0,4.553,matched
2280,-122.140144,47.576866,265,0.188,4.553,interpolated
2281,-122.140144,47.57695,265,0.376,4.553,matched
2282,-122.140144,47.577,265,0.487,4.553,interpolated
2283,-122.140152,47.577049,265,0.598,5.122,matched
2284,-122.140152,47.577084,265,0.675,5.122,interpolated
2285,-122.140152,47.577118,265,0.752,5.122,interpolated
2286,-122.140152,47.577133,265,0.786,3.983,interpolated
2287,-122.140152,47.577133,265,0.786,3.983,interpolated
2288,-122.140152,47.577133,265,0.786,3.983,interpolated
2289,-122.140152,47.577133,265,0.786,3.983,interpolated
2290,-122.140152,47.577133,265,0.786,3.983,interpolated
2291,-122.140152,47.577133,265,0.786,3.983,interpolated
2292,-122.140152,47.577133,265,0.786,3.983,interpolated
2293,-122.140152,47.577133,265,0.786,3.983,interpolated
2294,-122.140152,47.577133,265,0.786,3.983,interpolated
2295,-122.140152,47.577133,265,0.786,3.983,interpolated
2296,-122.140152,47.577133,265,0.786,3.983,interpolated
2297,-122.140152,47.577133,265,0.786,3.983,interpolated
2298,-122.140152,47.577133,265,0.786,3.983,interpolated
2299,-122.140152,47.577133,265,0.786,3.983,interpolated
2300,-122.140152,47.577133,265,0.786,3.983,interpolated
2301,-122.140152,47.577133,265,0.786,3.983,interpolated
2302,-122.140152,47.577133,265,0.786,3.983,interpolated
2303,-122.140152,47.577133,265,0.786,3.983,interpolated
2304,-122.140152,47.577133,265,0.786,3.983,interpolated
2305,-122.140152,47.577133,265,0.786,3.983,interpolated
2306,-122.140152,47.577133,265,0.786,2.845,interpolated
2307,-122.140152,47.577133,265,0.786,2.845,interpolated
2308,-122.140152,47.577133,265,0.786,2.845,interpolated
2309,-122.140152,47.577133,265,0.786,2.845,interpolated
2310,-122.140152,47.577133,265,0.786,2.845,interpolated
2311,-122.140152,47.577133,265,0.786,2.845,interpolated
2312,-122.140152,47.577133,265,0.786,2.845,interpolated
2313,-122.140152,47.577133,265,0.786,2.845,interpolated
2314,-122.140152,47.577133,265,0.786,2.845,interpolated
2315,-122.140152,47.577133,265,0.786,2.845,interpolated
2316,-122.140152,47.577133,265,0.786,2.845,interpolated
2317,-122.140152,47.577133,265,0.786,2.845,interpolated
2318,-122.140152,47.577168,265,0.863,2.845,matched
2319,-122.140152,47.577217,265,0.974,2.845,interpolated
2320,-122.140152,47.577301,266,0.224,2.845,matched
2321,-122.140152,47.577385,266,0.482,2.845,interpolated
2322,-122.14016,47.577499,266,0.835,4.552,matched
2323,-122.14016,47.577618,267,0.472,4.552,matched
2324,-122.140167,47.577747,268,0.0,6.483,matched
2325,-122.140099,47.577873,269,0.32,2.428,matched
2326,-122.140053,47.578018,269,0.675,0.0,matched
2327,-122.140015,47.578167,270,0.117,0.0,matched
2328,-122.139992,47.578316,271,0.048,0.569,matched
2329,-122.139977,47.578468,271,0.26,0.569,matched
2330,-122.139961,47.578632,271,0.488,2.276,matched
2331,-122.139954,47.578785,271,0.699,2.845,matched
2332,-122.139954,47.578949,271,0.926,3.983,matched
2333,-122.139954,47.579117,272,0.19,3.983,matched
2334,-122.139954,47.579266,272,0.437,2.845,matched
2335,-122.139954,47.579433,272,0.715,1.707,matched
2336,-122.139954,47.579582,272,0.962,0.0,matched
2337,-122.139961,47.57975,273,0.048,0.569,matched
2338,-122.139961,47.579899,273,0.097,0.569,matched
2339,-122.139931,47.580051,273,0.149,0.0,matched
2340,-122.13987,47.580177,273,0.193,1.417,matched
2341,-122.139748,47.580307,273,0.244,2.125,matched
2342,-122.139603,47.580406,273,0.291,3.728,matched
2343,-122.13942,47.580486,273,0.339,4.07,matched
2344,-122.139236,47.580528,273,0.383,4.369,matched
2345,-122.139023,47.580555,273,0.432,3.007,matched
2346,-122.138809,47.580547,273,0.48,3.838,matched
2347,-122.138603,47.580498,273,0.529,4.162,matched
2348,-122.138412,47.580421,273,0.579,3.728,matched
2349,-122.138252,47.580322,273,0.628,1.702,matched
2350,-122.138123,47.580196,273,0.679,0.708,matched
2351,-122.138054,47.580063,273,0.726,1.758,matched
2352,-122.138039,47.579918,273,0.774,1.707,matched
2353,-122.138062,47.579765,273,0.825,0.569,matched
2354,-122.138138,47.579636,273,0.872,0.708,matched
2355,-122.13826,47.579514,273,0.921,0.708,matched
2356,-122.138412,47.579399,273,0.972,2.713,matched
2357,-122.138618,47.579327,274,0.112,2.775,matched
2358,-122.138863,47.579292,274,0.363,2.594,matched
2359,-122.139114,47.579277,274,0.618,4.218,matched
2360,-122.139381,47.579269,274,0.885,5.061,matched
2361,-122.139671,47.579285,275,0.142,5.513,matched
2362,-122.139931,47.579304,275,0.351,3.374,matched
2363,-122.140213,47.579315,275,0.577,3.796,matched
2364,-122.140533,47.57933,275,0.835,2.109,matched
2365,-122.140831,47.579342,276,0.029,0.844,matched
2366,-122.141182,47.57935,276,0.141,1.687,matched
2367,-122.141518,47.579357,276,0.247,0.844,matched
2368,-122.141869,47.579365,276,0.359,2.109,matched
2369,-122.142197,47.579372,276,0.463,1.265,matched
2370,-122.14257,47.57938,276,0.582,2.109,matched
2371,-122.142899,47.579384,276,0.687,1.687,matched
2372,-122.14325,47.579391,276,0.798,0.844,matched
2373,-122.1436,47.579403,276,0.91,0.422,matched
2374,-122.143936,47.579422,277,0.017,0.422,matched
2375,-122.144302,47.579433,277,0.132,0.0,matched
2376,-122.144653,47.579441,277,0.243,0.844,matched
2377,-122.144997,47.579449,277,0.351,0.0,matched
2378,-122.14537,47.579456,277,0.469,1.265,matched
2379,-122.145699,47.579464,277,0.572,0.422,matched
2380,-122.146049,47.57946,277,0.683,2.531,matched
2381,-122.1464,47.579456,277,0.793,4.64,matched
2382,-122.146767,47.579453,277,0.909,5.061,matched
2383,-122.147141,47.579453,278,0.013,7.193,matched
2384,-122.147491,47.579472,278,0.068,5.093,matched
2385,-122.147858,47.579491,278,0.125,4.674,matched
2386,-122.148216,47.57951,278,0.181,2.531,matched
2387,-122.14859,47.579529,278,0.24,4.256,matched
2388,-122.148964,47.579548,278,0.298,2.109,matched
2389,-122.149338,47.579567,278,0.357,3.838,matched
2390,-122.149719,47.579586,278,0.416,3.374,matched
2391,-122.150085,47.579601,278,0.473,3.374,matched
2392,-122.150452,47.579624,278,0.531,2.952,matched
2393,-122.150833,47.579647,278,0.591,2.109,matched
2394,-122.151199,47.579666,278,0.648,2.109,matched
2395,-122.151566,47.579689,278,0.705,1.265,matched
2396,-122.151932,47.579712,278,0.762,0.422,matched
2397,-122.152298,47.579731,278,0.82,0.422,matched
2398,-122.152649,47.579754,278,0.875,0.422,matched
2399,-122.153,47.579773,278,0.93,0.844,matched
2400,-122.153351,47.579792,278,0.984,0.844,matched
2401,-122.153702,47.579811,279,0.311,1.265,matched
2402,-122.15403,47.579826,279,0.717,0.844,matched
2403,-122.154381,47.579845,280,0.013,0.422,matched
2404,-122.154732,47.579861,280,0.049,0.844,matched
2405,-122.155083,47.57988,280,0.086,0.422,matched
2406,-122.155434,47.579895,280,0.123,0.422,matched
2407,-122.1558,47.579914,280,0.161,0.422,matched
2408,-122.156151,47.579933,280,0.198,0.0,matched
2409,-122.156517,47.579948,280,0.236,0.0,matched
2410,-122.156883,47.579967,280,0.274,0.0,matched
2411,-122.157234,47.579983,280,0.311,0.0,matched
2412,-122.1576,47.580002,280,0.349,2.109,matched
2413,-122.157967,47.580017,280,0.388,1.687,matched
2414,-122.158333,47.580036,280,0.426,2.109,matched
2415,-122.15873,47.580055,280,0.467,2.531,matched
2416,-122.159119,47.580074,280,0.508,2.531,matched
2417,-122.1595,47.58009,280,0.548,2.531,matched
2418,-122.159897,47.580109,280,0.589,2.952,matched
2419,-122.160286,47.580128,280,0.63,2.952,matched
2420,-122.160667,47.580147,280,0.67,3.374,matched
2421,-122.161049,47.580166,280,0.71,3.796,matched
2422,-122.16143,47.580185,280,0.75,3.796,matched
2423,-122.161812,47.580204,280,0.789,4.256,matched
2424,-122.162201,47.580219,280,0.83,3.796,matched
2425,-122.162575,47.580238,280,0.869,4.256,matched
2426,-122.162941,47.580257,280,0.908,4.674,matched
2427,-122.163322,47.580276,280,0.947,4.674,matched
2428,-122.163712,47.580296,280,0.988,5.093,matched
2429,-122.164101,47.580307,281,0.151,4.64,matched
2430,-122.164482,47.580322,281,0.36,4.218,matched
2431,-122.164886,47.580334,281,0.582,5.483,matched
2432,-122.165268,47.580349,281,0.791,5.483,matched
2433,-122.165649,47.58036,281,1.0,4.64,matched
2434,-122.166054,47.580372,282,0.144,4.218,matched
2435,-122.166435,47.580383,282,0.281,3.796,matched
2436,-122.166832,47.580399,282,0.422,3.374,matched
2437,-122.167236,47.58041,282,0.567,2.952,matched
2438,-122.167633,47.580421,282,0.708,4.218,matched
2439,-122.168015,47.580433,282,0.845,1.687,matched
2440,-122.168419,47.580448,282,0.989,3.374,matched
2441,-122.168816,47.580463,283,0.397,3.374,matched
2442,-122.16922,47.580475,283,0.835,2.952,matched
2443,-122.169617,47.58049,284,0.062,2.531,matched
2444,-122.170013,47.580502,284,0.162,2.109,matched
2445,-122.170433,47.580513,284,0.268,1.265,matched
2446,-122.170815,47.580521,284,0.365,0.422,matched
2447,-122.171234,47.580532,284,0.471,0.0,matched
2448,-122.171631,47.58054,284,0.572,1.265,matched
2449,-122.172035,47.58054,284,0.674,1.265,matched
2450,-122.172447,47.580536,284,0.778,1.687,matched
2451,-122.172867,47.580536,284,0.884,3.374,matched
2452,-122.173264,47.580536,284,0.985,3.374,matched
2453,-122.173683,47.580536,285,0.147,1.687,matched
2454,-122.17408,47.580536,285,0.31,1.687,matched
2455,-122.1745,47.58054,285,0.482,0.844,matched
2456,-122.174896,47.58054,285,0.645,2.531,matched
2457,-122.175316,47.580521,285,0.818,0.422,matched
2458,-122.175751,47.580502,285,0.997,2.109,matched
2459,-122.176132,47.580479,286,0.119,1.265,matched
2460,-122.176552,47.580448,286,0.253,0.0,matched
2461,-122.176933,47.580414,286,0.375,0.422,matched
2462,-122.17733,47.580379,286,0.502,0.422,matched
2463,-122.177734,47.580349,286,0.631,2.109,matched
2464,-122.178116,47.580318,286,0.753,1.687,matched
2465,-122.178513,47.580284,286,0.88,1.78,matched
2466,-122.178902,47.580242,287,0.017,2.531,matched
2467,-122.179283,47.580215,287,0.452,2.109,matched
2468,-122.179649,47.580193,287,0.87,0.844,matched
2469,-122.180054,47.580162,288,0.493,0.422,matched
2470,-122.18042,47.580128,289,0.008,0.422,matched
2471,-122.180801,47.58009,289,0.05,1.265,matched
2472,-122.181168,47.580055,289,0.091,1.265,matched
2473,-122.181526,47.580021,289,0.132,3.422,matched
2474,-122.181892,47.579983,289,0.173,3.838,matched
2475,-122.182274,47.579948,289,0.215,3.838,matched
2476,-122.18264,47.57991,289,0.256,4.256,matched
2477,-122.183029,47.579876,289,0.3,4.674,matched
2478,-122.183395,47.579842,289,0.341,4.674,matched
2479,-122.183762,47.579811,289,0.382,6.352,matched
2480,-122.184113,47.579781,289,0.421,5.932,matched
2481,-122.184479,47.579746,289,0.462,5.932,matched
2482,-122.184807,47.57972,289,0.498,5.093,matched
2483,-122.185173,47.579685,289,0.539,5.513,matched
2484,-122.185509,47.579659,289,0.577,4.674,matched
2485,-122.18586,47.579628,289,0.616,6.352,matched
2486,-122.186195,47.579601,289,0.653,5.513,matched
2487,-122.186539,47.579578,289,0.692,4.256,matched
2488,-122.186874,47.579556,289,0.729,5.093,matched
2489,-122.187225,47.579533,289,0.768,3.838,matched
2490,-122.187584,47.57951,289,0.808,2.531,matched
2491,-122.187927,47.579479,289,0.846,2.184,matched
2492,-122.188278,47.579445,289,0.886,4.256,matched
2493,-122.188637,47.57943,289,0.926,2.109,matched
2494,-122.18898,47.579426,289,0.964,0.844,matched
2495,-122.189331,47.579437,290,0.032,0.422,matched
2496,-122.189682,47.579468,290,0.533,2.109,matched
2497,-122.190025,47.579494,291,0.057,3.007,matched
2498,-122.190392,47.579533,292,0.031,3.838,matched
2499,-122.190735,47.579578,292,0.124,5.188,matched
2500,-122.191086,47.579636,292,0.22,3.963,matched
2501,-122.191429,47.5797,292,0.315,5.743,matched
2502,-122.191765,47.579758,292,0.407,4.777,matched
2503,-122.192139,47.579826,292,0.51,3.007,matched
2504,-122.192474,47.579891,292,0.602,2.594,matched
2505,-122.192825,47.579956,292,0.699,2.594,matched
2506,-122.193176,47.580025,292,0.796,2.594,matched
2507,-122.19355,47.580074,292,0.897,0.844,matched
2508,-122.193901,47.580112,292,0.992,1.265,matched
2509,-122.194252,47.580139,293,0.155,1.265,matched
2510,-122.194603,47.580162,293,0.324,0.422,matched
2511,-122.194946,47.580158,293,0.489,0.844,matched
2512,-122.195282,47.580143,293,0.65,2.531,matched
2513,-122.195625,47.58012,293,0.815,3.422,matched
2514,-122.195961,47.58009,293,0.978,3.007,matched
2515,-122.196312,47.580048,295,0.026,2.184,matched
2516,-122.196625,47.579983,295,0.162,2.184,matched
2517,-122.196953,47.579903,295,0.307,3.561,matched
2518,-122.197289,47.579823,295,0.454,3.164,matched
2519,-122.197601,47.579742,295,0.593,2.775,matched
2520,-122.197922,47.579659,295,0.736,3.164,matched
2521,-122.19825,47.579575,295,0.881,3.164,matched
2522,-122.19857,47.579491,296,0.021,3.164,matched
2523,-122.198883,47.579411,296,0.143,2.775,matched
2524,-122.199203,47.579327,296,0.269,2.775,matched
2525,-122.199532,47.579239,296,0.397,3.164,matched
2526,-122.199867,47.579155,296,0.528,3.164,matched
2527,-122.200188,47.579071,296,0.653,3.561,matched
2528,-122.2005,47.578987,296,0.776,3.561,matched
2529,-122.200836,47.578899,296,0.908,3.963,matched
2530,-122.201157,47.578815,297,0.024,4.162,matched
2531,-122.201477,47.578728,297,0.115,4.55,matched
2532,-122.201828,47.57864,297,0.213,4.944,matched
2533,-122.202141,47.57856,297,0.301,4.944,matched
2534,-122.202492,47.578476,297,0.399,4.944,matched
2535,-122.202835,47.578392,297,0.495,4.777,matched
2536,-122.203201,47.578327,297,0.595,4.369,matched
2537,-122.20356,47.57827,297,0.692,3.422,matched
2538,-122.203911,47.578224,297,0.786,3.007,matched
2539,-122.204277,47.57819,297,0.883,3.007,matched
2540,-122.204651,47.578159,297,0.982,2.531,matched
2541,-122.205017,47.578148,298,0.129,2.109,matched
2542,-122.205368,47.57814,298,0.282,1.265,matched
2543,-122.20575,47.57814,298,0.447,1.265,matched
2544,-122.2061,47.578156,298,0.6,0.422,matched
2545,-122.206467,47.578175,298,0.759,0.844,matched
2546,-122.206833,47.578209,298,0.92,0.844,matched
2547,-122.207176,47.578247,299,0.328,1.781,matched
2548,-122.20755,47.578297,300,0.009,1.265,matched
2549,-122.207916,47.578354,300,0.084,0.422,matched
2550,-122.208282,47.578407,300,0.159,0.844,matched
2551,-122.208633,47.578457,300,0.23,0.844,matched
2552,-122.209,47.57851,300,0.304,1.265,matched
2553,-122.209351,47.57856,300,0.376,1.265,matched
